time,tmp
1678107248.535,0.0
1678107258.574,0.0
1678107268.523,0.0
1678107278.518,0.0
1678107288.56,0.0
1678107298.506,0.0
1678107308.549,0.0
1678107318.543,0.0
1678107328.537,0.0
1678107338.531,0.0
1678107348.525,0.0
1678107358.519,0.0
1678107368.562,0.0
1678107378.555,0.0
1678107388.548,0.0
1678107398.553,0.0
1678107408.534,0.0
1678107418.576,0.0
1678107428.57,0.0
1678107438.562,0.0
1678107448.555,0.0
1678107458.941,0.0
1678107468.542,0.0
1678107478.584,0.0
1678107558.605,0.0
1678107568.598,0.0
1678107578.592,0.0
1678107588.585,0.0
1678107598.579,0.0
1678107608.572,0.0
1678107618.566,0.0
1678107628.608,0.0
1678107638.603,0.0
1678107648.595,0.0
1678107658.589,0.0
1678107668.582,0.0
1678107678.576,0.0
1678107688.618,0.0
1678107698.612,0.0
1678107708.606,0.0
1678107718.599,0.0
1678107728.593,0.0
1678107739.028,0.0
1678107748.629,0.0
1678107758.623,0.0
1678107768.617,0.0
1678107778.61,0.0
1678107788.948,0.0
1678107798.598,0.0
1678107808.984,0.0
1678107818.634,0.0
1678107828.923,0.0
1678107838.621,0.0
1678107848.615,0.0
1678107858.856,0.0
1678107868.651,0.0
1678107878.646,0.0
1678107888.639,0.0
1678107898.633,0.0
1678107908.627,0.0
1678107918.669,0.0
1678107928.663,0.0
1678107938.657,0.0
1678107948.651,0.0
1678107958.645,0.0
1678107968.638,0.0
1678107978.632,0.0
1678107988.717,0.0
1678107998.669,0.0
1678108008.662,0.0
1678108018.656,0.0
1678108028.65,0.0
1678108038.693,0.0
1678108048.686,0.0
1678108058.68,0.0
1678108068.674,0.0
1678108079.012,0.0
1678108088.662,0.0
1678108099.045,0.0
1678108108.7,0.0
1678108118.692,0.0
1678108128.686,0.0
1678108138.68,0.0
1678108148.92,0.0
1678108158.717,0.0
1678108168.711,0.0
1678108178.704,0.0
1678108188.698,0.0
1678108198.692,0.0
1678108208.686,0.0
1678108218.729,0.0
1678108228.722,0.0
1678108238.716,0.0
1678108248.71,0.0
1678108258.707,0.0
1678108268.698,0.0
1678108278.741,0.0
1678108288.743,0.0
1678108298.729,0.0
1678108308.722,0.0
1678108318.716,0.0
1678108328.711,0.0
1678108338.753,0.0
1678108348.993,0.0
1678108358.741,0.0
1678108369.027,0.0
1678108378.765,0.0
1678108388.723,0.0
1678108468.758,0.0
1678108478.752,0.0
1678108488.795,0.0
1678108498.789,0.0
1678108508.783,0.0
1678108518.778,0.0
1678108528.77,0.0
1678108538.764,0.0
1678108548.807,0.0
1678108558.801,0.0
1678108568.795,0.0
1678108578.789,0.0
1678108588.783,0.0
1678108598.777,0.0
1678108608.771,0.0
1678108618.814,0.0
1678108628.808,0.0
1678108638.802,0.0
1678108648.8,0.0
1678108658.789,0.0
1678108668.783,0.0
1678108679.069,0.0
1678108688.82,0.0
1678108699.058,0.0
1678108708.82,0.0
1678108718.801,0.0
1678108728.796,0.0
1678108738.796,0.0
1678108748.832,0.0
1678108758.826,0.0
1678108769.064,0.0
1678108778.814,0.0
1678108788.808,0.0
1678108798.802,0.0
1678108808.851,0.0
1678108818.839,0.0
1678108828.833,0.0
1678108838.827,0.0
1678108848.821,0.0
1678108858.815,0.0
1678108868.857,0.0
1678108878.851,0.0
1678108888.846,0.0
1678108898.839,0.0
1678108908.833,0.0
1678108918.827,0.0
1678108928.87,0.0
1678108938.864,0.0
1678108948.858,0.0
1678108958.852,0.0
1678108969.041,0.0
1678108978.888,0.0
1678108988.882,0.0
1678108998.876,0.0
1678109008.87,0.0
1678109019.013,0.0
1678109028.858,0.0
1678109039.047,0.0
1678109048.895,0.0
1678109059.035,0.0
1678109068.931,0.0
1678109078.876,0.0
1678109089.066,0.0
1678109098.864,0.0
1678109108.956,0.0
1678109118.901,0.0
1678109128.895,0.0
1678109138.889,0.0
1678109148.932,0.0
1678109158.926,0.0
1678109168.92,0.0
1678109178.914,0.0
1678109188.911,0.0
1678109198.901,0.0
1678109208.944,0.0
1678109218.938,0.0
1678109228.932,0.0
1678109238.926,0.0
1678109248.92,0.0
1678109258.913,0.0
1678109268.908,0.0
1678109278.952,0.0
1678109288.993,0.0
1678109298.938,0.0
1678109378.956,0.0
1678109388.949,0.0
1678109398.944,0.0
1678109408.985,0.0
1678109418.979,0.0
1678109429.07,0.0
1678109438.967,0.0
1678109449.009,0.0
1678109459.052,0.0
1678109468.997,0.0
1678109479.033,0.0
1678109488.985,0.0
1678109499.023,0.0
1678109508.979,0.0
1678109519.063,0.0
1678109529.01,0.0
1678109539.004,0.0
1678109548.998,0.0
1678109558.991,0.0
1678109569.029,0.0
1678109579.028,0.0
1678109589.022,0.0
1678109599.016,0.0
1678109609.01,0.0
1678109619.004,0.0
1678109628.999,0.0
1678109639.04,0.0
1678109649.034,0.0
1678109659.028,0.0
1678109669.022,0.0
1678109679.016,0.0
1678109689.01,0.0
1678109699.053,0.0
1678109709.047,0.0
1678109719.04,0.0
1678109729.035,0.0
1678109739.029,0.0
1678109749.061,0.0
1678109759.114,0.0
1678109769.257,0.0
1678109779.053,0.0
1678109789.391,0.0
1678109799.04,0.0
1678109809.083,0.0
1678109819.077,0.0
1678109829.073,0.0
1678109839.071,0.0
1678109849.06,0.0
1678109859.103,0.0
1678109869.096,0.0
1678109879.092,0.0
1678109889.085,0.0
1678109899.08,0.0
1678109909.073,0.0
1678109919.067,0.0
1678109929.111,0.0
1678109939.102,0.0
1678109949.096,0.0
1678109959.09,0.0
1678109969.085,0.0
1678109979.079,0.0
1678109989.121,0.0
1678109999.115,0.0
1678110009.109,0.0
1678110019.151,0.0
1678110029.097,0.0
1678110039.288,0.0
1678110049.133,0.0
1678110059.178,0.0
1678110069.121,0.0
1678110079.115,0.0
1678110089.15,0.0
