time,tmp
1669021499.7,33.094
1669021500.432,33.094
1669021501.407,33.125
1669021502.431,33.125
1669021503.6,33.125
1669021504.429,33.156
1669021505.444,33.156
1669021506.574,33.188
1669021507.5,33.219
1669021508.527,33.25
1669021509.596,33.25
1669021510.434,33.25
1669021511.42,33.281
1669021512.425,33.281
1669021513.4,33.312
1669021514.521,33.312
1669021515.4,33.344
1669021516.422,33.375
1669021517.644,33.375
1669021518.421,33.375
1669021519.396,33.406
1669021520.42,33.406
1669021521.433,33.438
1669021522.423,33.438
1669021523.432,33.469
1669021524.417,33.469
1669021525.393,33.469
1669021526.416,33.469
1669021527.391,33.5
1669021528.415,33.5
1669021529.682,33.531
1669021530.414,33.531
1669021531.389,33.531
1669021532.422,33.531
1669021533.389,33.562
1669021534.412,33.594
1669021535.779,33.594
1669021536.41,33.594
1669021537.386,33.625
1669021538.409,33.625
1669021539.629,33.625
1669021540.408,33.656
1669021541.47,33.656
1669021542.456,33.656
1669021543.389,33.656
1669021544.406,33.656
1669021545.381,33.688
1669021546.405,33.688
1669021547.428,33.719
1669021548.404,33.719
1669021549.427,33.719
1669021550.646,33.719
1669021551.426,33.75
1669021552.401,33.75
1669021553.462,33.781
1669021554.448,33.781
1669021555.424,33.781
1669021556.487,33.781
1669021557.423,33.812
1669021558.398,33.812
1669021559.421,33.812
1669021560.405,33.844
1669021561.42,33.844
1669021562.436,33.844
1669021563.42,33.844
1669021564.395,33.844
1669021565.515,33.844
1669021566.394,33.875
1669021567.417,33.875
1669021568.431,33.906
1669021569.415,33.906
1669021570.395,33.906
1669021571.661,33.906
1669021572.389,33.906
1669021573.413,33.906
1669021574.583,33.906
1669021575.412,33.938
1669021576.387,33.938
1669021577.455,33.938
1669021578.58,33.938
1669021579.41,33.938
1669021580.424,33.938
1669021581.41,33.938
1669021582.384,33.938
1669021583.407,33.938
1669021584.578,33.938
1669021585.503,33.938
1669021586.529,33.938
1669021587.405,33.938
1669021588.408,33.938
1669021589.404,33.938
1669021590.387,33.938
1669021591.403,33.969
1669021592.673,33.969
1669021593.403,34.0
1669021594.426,34.0
1669021595.488,34.0
1669021596.424,34.0
1669021597.399,34.031
1669021598.423,34.031
1669021599.399,34.031
1669021600.422,34.031
1669021601.436,34.031
1669021602.421,34.031
1669021603.397,34.031
1669021604.419,34.031
1669021605.396,34.031
1669021606.419,34.031
1669021607.431,34.062
1669021608.417,34.062
1669021609.393,34.031
1669021610.66,34.031
1669021611.441,34.031
1669021612.416,34.062
1669021613.734,34.062
1669021614.56,34.062
1669021615.389,34.062
1669021616.413,34.062
1669021617.389,34.062
1669021618.412,34.062
1669021619.536,34.062
1669021620.411,34.062
1669021621.424,34.094
1669021622.416,34.094
1669021623.385,34.094
1669021624.411,34.094
1669021625.447,34.094
1669021626.461,34.094
1669021627.387,34.125
1669021628.432,34.125
1669021629.387,34.125
1669021630.405,34.125
1669021631.675,34.125
1669021632.403,34.125
1669021633.428,34.125
1669021634.649,34.125
1669021635.426,34.125
1669021636.401,34.125
1669021637.425,34.125
1669021638.401,34.062
1669021639.424,34.094
1669021640.438,34.094
1669021641.423,34.094
1669021642.399,34.094
1669021643.423,34.094
1669021644.397,34.094
1669021645.429,34.094
1669021646.435,34.094
1669021647.421,34.094
1669021648.396,34.094
1669021649.516,34.094
1669021650.398,34.094
1669021651.417,34.094
1669021652.684,34.094
1669021653.416,34.094
1669021654.392,34.094
1669021655.415,34.094
1669021656.39,34.125
1669021657.497,34.125
1669021658.478,34.125
1669021659.414,34.125
1669021660.41,34.125
1669021661.703,34.125
1669021662.387,34.125
1669021663.41,34.125
1669021664.629,34.125
1669021665.409,34.125
1669021666.384,34.125
1669021667.408,34.125
1669021668.432,34.125
1669021669.407,34.125
1669021670.626,34.125
1669021671.411,34.125
1669021672.43,34.125
1669021673.453,34.125
1669021674.429,34.125
1669021675.501,34.125
1669021676.427,34.125
1669021677.402,34.125
1669021678.426,34.125
1669021679.453,34.125
1669021680.425,34.125
1669021681.401,34.125
1669021682.522,34.125
1669021683.399,34.125
1669021684.423,34.125
1669021685.641,34.156
1669021686.422,34.125
1669021687.397,34.156
1669021688.434,34.156
1669021689.542,34.156
1669021690.42,34.156
1669021691.492,34.156
1669021692.469,34.156
1669021693.393,34.156
1669021694.417,34.156
1669021695.392,34.156
1669021696.464,34.156
1669021697.481,34.156
1669021698.415,34.156
1669021699.391,34.156
1669021700.452,34.156
1669021701.39,34.156
1669021702.412,34.156
1669021703.68,34.188
1669021704.46,34.188
1669021705.387,34.188
1669021706.41,34.188
1669021707.386,34.188
1669021708.409,34.188
1669021709.433,34.188
1669021710.453,34.188
1669021711.432,34.188
1669021712.408,34.188
1669021713.432,34.188
1669021714.407,34.219
1669021715.429,34.219
1669021716.446,34.219
1669021717.429,34.219
1669021718.732,34.219
1669021719.428,34.219
1669021720.406,34.219
1669021721.434,34.219
1669021722.402,34.219
1669021723.478,34.219
1669021724.701,34.219
1669021725.424,34.219
1669021726.399,34.219
1669021727.471,34.219
1669021728.399,34.219
1669021729.47,34.219
1669021730.643,34.219
1669021731.42,34.25
1669021732.443,34.25
1669021733.421,34.25
1669021734.394,34.25
1669021735.425,34.25
1669021736.444,34.25
1669021737.452,34.25
1669021738.391,34.25
1669021739.745,34.25
1669021740.394,34.25
1669021741.51,34.25
1669021742.68,34.25
1669021743.411,34.25
1669021744.386,34.25
1669021745.606,34.25
1669021746.434,34.25
1669021747.408,34.25
1669021748.679,34.25
1669021749.408,34.25
1669021750.438,34.25
1669021751.406,34.25
1669021752.429,34.25
1669021753.501,34.25
1669021754.428,34.25
1669021755.403,34.281
1669021756.427,34.281
1669021757.454,34.25
1669021758.425,34.25
1669021759.401,34.25
1669021760.57,34.25
1669021761.398,34.25
1669021762.422,34.25
1669021763.689,34.25
1669021764.42,34.25
1669021765.4,34.25
1669021766.419,34.25
1669021767.588,34.25
1669021768.418,34.281
1669021769.639,34.281
1669021770.562,34.281
1669021771.443,34.281
1669021772.564,34.281
1669021773.538,34.281
1669021774.414,34.281
1669021775.486,34.281
1669021776.412,34.281
1669021777.394,34.281
1669021778.411,34.281
1669021779.387,34.281
1669021780.409,34.281
1669021781.676,34.281
1669021782.408,34.281
1669021783.383,34.281
1669021784.407,34.281
1669021785.381,34.281
1669021786.407,34.281
1669021787.676,34.281
1669021788.501,34.281
1669021789.427,34.281
1669021790.402,34.281
1669021791.426,34.281
1669021792.401,34.281
1669021793.429,34.281
1669021794.4,34.281
1669021795.423,34.281
1669021796.495,34.281
1669021797.422,34.281
1669021798.398,34.281
1669021799.42,34.281
1669021800.396,34.281
1669021801.419,34.312
1669021802.726,34.312
1669021903.097,34.312
1669021904.118,34.25
1669021905.288,34.344
1669021906.113,34.25
1669021907.089,34.344
1669021908.118,34.375
1669021909.233,34.344
1669021910.305,34.344
1669021911.185,34.406
1669021912.109,34.344
1669021913.084,34.344
1669021914.145,34.344
1669021915.083,34.344
1669021916.106,34.375
1669021917.325,34.344
1669021918.105,34.375
1669021919.114,34.344
1669021920.104,34.375
1669021921.081,34.375
1669021922.102,34.344
1669021923.223,34.344
1669021924.101,34.344
1669021925.076,34.375
1669021926.298,34.375
1669021927.075,34.375
1669021928.098,34.375
1669021929.122,34.375
1669021930.133,34.375
1669021931.11,34.375
1669021932.196,34.375
1669021933.12,34.375
1669021934.095,34.375
1669021935.158,34.375
1669021936.129,34.375
1669021937.117,34.375
1669021938.324,34.375
1669021939.116,34.375
1669021940.096,34.375
1669021941.143,34.375
1669021942.093,34.375
1669021943.113,34.344
1669021944.284,34.344
1669021945.112,34.375
1669021946.087,34.375
1669021947.119,34.375
1669021948.086,34.375
1669021949.109,34.375
1669021950.23,34.375
1669021951.108,34.375
1669021952.083,34.375
1669021953.107,34.375
1669021954.082,34.375
1669021955.106,34.375
1669021956.121,34.375
1669021957.16,34.375
1669021958.079,34.375
1669021959.2,34.375
1669021960.078,34.375
1669021961.102,34.375
1669021962.32,34.375
1669021963.1,34.375
1669021964.128,34.375
1669021965.248,34.375
1669021966.13,34.375
1669021967.098,34.375
1669021968.17,34.375
1669021969.097,34.375
1669021970.072,34.375
1669021971.323,34.375
1669021972.119,34.375
1669021973.094,34.375
1669021974.118,34.375
1669021975.094,34.375
1669021976.117,34.375
1669021977.18,34.375
1669021978.261,34.375
1669021979.09,34.375
1669021980.308,34.375
1669021981.09,34.375
1669021982.113,34.375
1669021983.184,34.375
1669021984.111,34.375
1669021985.087,34.375
1669021986.305,34.375
1669021987.085,34.375
1669021988.109,34.375
1669021989.366,34.375
1669021990.108,34.375
1669021991.131,34.375
1669021992.106,34.375
1669021993.227,34.375
1669021994.112,34.375
1669021995.323,34.375
1669021996.104,34.375
1669021997.087,34.375
1669021998.103,34.375
1669021999.078,34.375
1669022000.143,34.375
1669022001.125,34.375
1669022002.1,34.375
1669022003.076,34.375
1669022004.099,34.375
1669022005.074,34.375
1669022006.161,34.375
1669022007.316,34.375
1669022008.096,34.375
1669022009.071,34.375
1669022010.163,34.375
1669022011.118,34.375
1669022012.093,34.375
1669022013.312,34.375
1669022014.287,34.375
1669022015.116,34.375
1669022016.286,34.375
1669022017.115,34.375
1669022018.09,34.375
1669022019.114,34.375
1669022020.152,34.375
1669022021.13,34.375
1669022022.195,34.375
1669022023.111,34.375
1669022024.086,34.375
1669022025.11,34.375
1669022026.085,34.375
1669022027.109,34.375
1669022028.327,34.375
1669022029.208,34.375
1669022030.083,34.375
1669022031.141,34.375
1669022032.081,34.375
1669022033.104,34.375
1669022034.275,34.375
1669022035.104,34.375
1669022036.187,34.375
1669022037.103,34.375
1669022038.272,34.375
1669022039.101,34.375
1669022040.134,34.375
1669022041.1,34.375
1669022042.173,34.375
1669022043.294,34.375
1669022044.074,34.375
1669022045.098,34.375
1669022046.267,34.375
1669022047.096,34.375
1669022048.12,34.375
1669022049.29,34.375
1669022050.265,34.375
1669022051.101,34.375
1669022052.121,34.375
1669022053.141,34.375
1669022054.116,34.375
1669022055.238,34.375
1669022056.151,34.375
1669022057.137,34.375
1669022058.114,34.375
1669022059.095,34.375
1669022060.113,34.375
1669022061.15,34.375
1669022062.167,34.375
1669022063.184,34.375
1669022064.11,34.375
1669022065.085,34.406
1669022066.109,34.406
1669022067.328,34.406
1669022068.107,34.406
1669022069.083,34.406
1669022070.136,34.406
1669022071.276,34.406
1669022072.105,34.406
1669022073.316,34.406
1669022074.104,34.406
1669022075.079,34.406
1669022076.103,34.406
1669022077.273,34.406
1669022078.102,34.406
1669022079.174,34.406
1669022080.1,34.406
1669022081.079,34.406
1669022082.113,34.406
1669022083.201,34.406
1669022084.2,34.406
1669022085.222,34.406
1669022086.134,34.406
1669022087.169,34.406
1669022088.147,34.406
1669022089.07,34.406
1669022090.094,34.406
1669022091.145,34.406
1669022092.093,34.406
1669022093.124,34.406
1669022094.29,34.406
1669022095.164,34.406
1669022096.091,34.406
1669022097.156,34.406
1669022098.284,34.406
1669022099.162,34.406
1669022100.283,34.406
1669022101.112,34.406
1669022102.093,34.406
1669022103.111,34.406
1669022104.143,34.406
1669022105.109,34.406
1669022106.184,34.406
1669022107.108,34.406
1669022108.132,34.406
1669022109.107,34.406
1669022110.082,34.406
1669022111.106,34.406
1669022112.227,34.406
1669022113.105,34.406
1669022114.08,34.406
1669022115.11,34.406
1669022116.078,34.406
1669022117.102,34.406
1669022118.166,34.406
1669022119.101,34.406
1669022120.076,34.406
1669022121.1,34.406
1669022122.095,34.406
1669022123.098,34.406
1669022124.268,34.406
1669022125.136,34.406
1669022126.169,34.406
1669022127.096,34.406
1669022128.071,34.406
1669022129.094,34.406
1669022130.118,34.406
1669022131.094,34.406
1669022132.117,34.406
1669022133.323,34.406
1669022134.116,34.406
1669022135.091,34.406
1669022136.115,34.406
1669022137.09,34.406
1669022138.114,34.406
1669022139.126,34.406
1669022140.113,34.406
1669022141.088,34.406
1669022142.111,34.438
1669022143.281,34.438
1669022144.11,34.438
1669022145.124,34.438
1669022146.148,34.438
1669022147.181,34.438
1669022148.207,34.438
1669022149.083,34.438
1669022150.106,34.438
1669022151.18,34.438
1669022152.105,34.438
1669022153.08,34.438
1669022154.337,34.438
1669022155.079,34.438
1669022156.103,34.438
1669022157.322,34.438
1669022158.101,34.438
1669022159.083,34.438
1669022160.1,34.438
1669022161.27,34.438
1669022162.099,34.438
1669022163.171,34.438
1669022164.104,34.438
1669022165.073,34.438
1669022166.097,34.438
1669022167.12,34.438
1669022168.193,34.438
1669022169.119,34.438
1669022170.104,34.438
1669022171.118,34.438
1669022172.141,34.438
1669022173.117,34.438
1669022174.092,34.438
1669022175.167,34.438
1669022176.091,34.438
1669022177.116,34.438
1669022178.335,34.438
1669022179.113,34.438
1669022180.129,34.438
1669022181.112,34.438
1669022182.282,34.438
1669022183.111,34.438
1669022184.281,34.438
1669022185.11,34.438
1669022186.085,34.438
1669022187.108,34.438
1669022188.084,34.438
1669022189.107,34.438
1669022190.182,34.438
1669022191.111,34.438
1669022192.178,34.438
1669022193.114,34.438
1669022194.08,34.438
1669022195.104,34.406
1669022196.359,34.438
1669022197.103,34.406
1669022198.077,34.406
1669022199.101,34.438
1669022200.133,34.406
1669022201.107,34.406
1669022202.321,34.406
1669022203.294,34.406
1669022204.123,34.406
1669022205.098,34.406
1669022206.073,34.406
1669022207.096,34.406
1669022208.266,34.406
1669022209.134,34.406
1669022210.106,34.406
1669022211.194,34.406
1669022212.118,34.406
1669022213.093,34.406
1669022214.116,34.406
1669022215.092,34.406
1669022216.116,34.406
1669022217.286,34.406
1669022218.151,34.406
1669022219.089,34.406
1669022220.161,34.406
1669022221.088,34.406
1669022222.112,34.406
1669022223.282,34.406
1669022224.11,34.406
1669022225.086,34.406
1669022226.11,34.406
1669022227.084,34.406
1669022228.108,34.406
1669022229.278,34.406
1669022230.133,34.406
1669022231.121,34.406
1669022232.206,34.406
1669022233.081,34.406
1669022234.105,34.406
1669022235.323,34.406
1669022236.103,34.406
1669022237.079,34.406
1669022238.132,34.406
1669022239.077,34.406
1669022240.101,34.406
1669022241.356,34.406
1669022242.1,34.406
1669022243.082,34.406
1669022244.247,34.406
1669022245.317,34.406
1669022246.098,34.406
1669022247.218,34.406
1669022248.096,34.406
1669022249.12,34.406
1669022250.135,34.406
1669022251.119,34.406
1669022252.191,34.406
1669022253.144,34.406
1669022254.093,34.406
1669022255.117,34.406
1669022256.178,34.406
1669022257.115,34.406
1669022258.096,34.406
1669022259.114,34.406
1669022260.284,34.406
1669022261.114,34.406
1669022262.286,34.406
1669022263.257,34.406
1669022264.092,34.406
1669022265.185,34.406
1669022266.086,34.406
1669022267.129,34.406
1669022268.184,34.406
1669022269.108,34.406
1669022270.132,34.406
1669022271.107,34.406
1669022272.082,34.406
1669022273.114,34.406
1669022274.324,34.406
1669022275.145,34.406
1669022276.08,34.406
1669022277.142,34.406
1669022278.079,34.406
1669022279.248,34.406
1669022280.126,34.406
1669022281.296,34.406
1669022282.076,34.406
1669022283.1,34.406
1669022284.086,34.438
1669022285.098,34.438
1669022286.223,34.438
1669022287.098,34.438
1669022288.316,34.438
1669022289.197,34.438
1669022290.12,34.438
1669022291.095,34.438
1669022292.119,34.438
1669022293.094,34.438
1669022294.118,34.438
1669022295.19,34.438
1669022296.117,34.438
1669022297.14,34.438
1669022298.173,34.438
1669022299.09,34.438
1669022300.114,34.438
1669022301.284,34.438
1669022302.259,34.438
1669022303.088,34.438
1669022304.112,34.438
1669022305.281,34.438
1669022306.118,34.438
1669022307.235,34.438
1669022308.11,34.438
1669022309.182,34.438
1669022310.208,34.438
1669022311.095,34.438
1669022312.107,34.438
1669022313.131,34.438
1669022314.106,34.438
1669022315.081,34.438
1669022316.157,34.438
1669022317.08,34.438
1669022318.105,34.438
1669022319.276,34.438
1669022320.102,34.438
1669022321.132,34.438
1669022322.101,34.438
1669022323.271,34.438
1669022324.1,34.438
1669022325.116,34.438
1669022326.099,34.438
1669022327.122,34.438
1669022328.153,34.438
1669022329.121,34.438
1669022330.242,34.438
1669022331.12,34.438
1669022332.095,34.438
1669022333.119,34.438
1669022334.158,34.438
1669022335.118,34.438
1669022336.149,34.438
1669022337.145,34.438
1669022338.092,34.438
1669022339.116,34.438
1669022340.285,34.438
1669022341.114,34.438
1669022342.089,34.438
1669022343.31,34.406
1669022344.091,34.406
1669022345.112,34.406
1669022346.285,34.406
1669022347.111,34.406
1669022348.086,34.406
1669022349.11,34.406
1669022350.145,34.406
1669022351.157,34.406
1669022352.181,34.406
1669022353.107,34.406
1669022354.082,34.406
1669022355.109,34.406
1669022356.13,34.406
1669022357.141,34.406
1669022358.323,34.406
1669022359.16,34.406
1669022360.128,34.406
1669022361.239,34.406
1669022362.078,34.406
1669022363.102,34.406
1669022364.32,34.406
1669022365.1,34.406
1669022366.124,34.406
1669022367.099,34.375
1669022368.123,34.375
1669022369.146,34.375
1669022370.173,34.375
1669022371.173,34.375
1669022372.169,34.375
1669022373.233,34.375
1669022374.16,34.375
1669022375.094,34.375
1669022376.118,34.375
1669022377.093,34.375
1669022378.166,34.375
1669022379.324,34.375
1669022380.116,34.375
1669022381.147,34.375
1669022382.115,34.375
1669022383.09,34.375
1669022384.121,34.375
1669022385.429,34.375
1669022386.113,34.375
1669022387.095,34.375
1669022388.111,34.375
1669022389.086,34.375
1669022390.168,34.375
1669022391.124,34.375
1669022392.21,34.375
1669022393.181,34.375
1669022394.207,34.375
1669022395.083,34.375
1669022396.107,34.375
1669022397.138,34.375
1669022398.154,34.375
1669022399.08,34.375
1669022400.132,34.375
1669022401.115,34.375
1669022402.103,34.375
1669022403.276,34.375
1669022404.101,34.375
1669022405.181,34.375
1669022406.296,34.375
1669022407.221,34.375
1669022408.121,34.375
1669022409.123,34.375
1669022410.131,34.375
1669022411.121,34.375
1669022412.244,34.375
1669022413.121,34.375
1669022414.096,34.375
1669022415.12,34.375
1669022416.289,34.375
1669022417.119,34.375
1669022418.184,34.375
1669022419.117,34.375
1669022420.092,34.375
1669022421.213,34.375
1669022422.091,34.375
1669022423.115,34.375
1669022424.139,34.375
1669022425.113,34.375
1669022426.089,34.375
1669022427.308,34.375
1669022428.282,34.375
1669022429.112,34.375
1669022430.103,34.375
1669022431.11,34.375
1669022432.085,34.375
1669022433.112,34.375
1669022434.084,34.375
1669022435.11,34.375
1669022436.183,34.375
1669022437.107,34.375
1669022438.082,34.375
1669022439.106,34.375
1669022440.13,34.375
1669022441.105,34.375
1669022442.207,34.375
1669022443.103,34.375
1669022444.079,34.375
1669022445.122,34.375
1669022446.126,34.375
1669022447.156,34.375
1669022448.125,34.375
1669022449.1,34.375
1669022450.129,34.375
1669022451.199,34.375
1669022452.122,34.375
1669022453.097,34.375
1669022454.122,34.375
1669022455.157,34.375
1669022456.12,34.375
1669022457.192,34.375
1669022458.119,34.375
1669022459.094,34.375
1669022460.133,34.375
1669022461.135,34.375
1669022462.117,34.375
1669022463.335,34.375
1669022464.225,34.375
1669022465.091,34.375
1669022466.15,34.375
1669022467.09,34.375
1669022468.161,34.375
1669022469.237,34.375
1669022470.112,34.375
1669022471.087,34.375
1669022472.111,34.375
1669022473.12,34.375
1669022474.109,34.375
1669022475.377,34.375
1669022476.116,34.375
1669022477.18,34.375
1669022478.135,34.375
1669022479.082,34.375
1669022480.131,34.375
1669022481.135,34.375
1669022482.251,34.375
1669022483.08,34.375
1669022484.129,34.375
1669022485.128,34.375
1669022486.103,34.375
1669022487.312,34.375
1669022488.102,34.375
1669022489.212,34.375
1669022490.249,34.375
1669022491.124,34.375
1669022492.196,34.375
1669022493.123,34.375
1669022494.098,34.375
1669022495.122,34.375
1669022496.243,34.375
1669022497.121,34.375
1669022498.096,34.375
1669022499.164,34.406
1669022500.094,34.406
1669022501.118,34.406
1669022502.337,34.406
1669022503.263,34.406
1669022504.094,34.406
1669022505.119,34.406
1669022506.285,34.406
1669022507.114,34.406
1669022508.138,34.406
1669022509.118,34.406
1669022510.187,34.406
1669022511.112,34.406
1669022512.092,34.406
1669022513.111,34.406
1669022514.125,34.406
1669022515.11,34.406
1669022516.085,34.406
1669022517.304,34.406
1669022518.084,34.406
1669022519.108,34.406
1669022520.131,34.406
1669022521.152,34.406
1669022522.082,34.406
1669022523.146,34.406
1669022524.275,34.406
1669022525.104,34.406
1669022526.128,34.406
1669022527.298,34.438
1669022528.127,34.438
1669022529.102,34.438
1669022530.126,34.438
1669022531.134,34.438
1669022532.426,34.438
1669022533.1,34.438
1669022534.136,34.438
1669022535.293,34.438
1669022536.124,34.438
1669022537.099,34.438
1669022538.316,34.438
1669022539.291,34.438
1669022540.12,34.438
1669022541.341,34.438
1669022542.119,34.438
1669022543.094,34.438
1669022544.118,34.438
1669022545.149,34.438
1669022546.127,34.438
1669022547.192,34.438
1669022548.115,34.438
1669022549.201,34.438
1669022550.167,34.438
1669022551.089,34.438
1669022552.113,34.438
1669022553.234,34.438
1669022554.149,34.438
1669022555.087,34.438
1669022556.149,34.438
1669022557.086,34.438
1669022558.109,34.438
1669022559.133,34.438
1669022560.206,34.438
1669022561.089,34.438
1669022562.131,34.438
1669022563.277,34.438
1669022564.106,34.438
1669022565.129,34.438
1669022566.3,34.438
1669022567.177,34.438
1669022568.104,34.438
1669022569.127,34.438
1669022570.109,34.438
1669022571.165,34.438
1669022572.101,34.438
1669022573.32,34.438
1669022574.296,34.438
1669022575.124,34.438
1669022576.196,34.438
1669022577.123,34.438
1669022578.098,34.438
1669022579.156,34.438
1669022580.375,34.438
1669022581.169,34.438
1669022582.096,34.438
1669022583.154,34.438
1669022584.101,34.438
1669022585.118,34.438
1669022586.288,34.438
1669022587.263,34.438
1669022588.189,34.438
1669022589.116,34.438
1669022590.285,34.438
1669022591.121,34.438
1669022592.146,34.438
1669022593.162,34.438
1669022594.088,34.438
1669022595.308,34.438
1669022596.087,34.438
1669022597.118,34.438
1669022598.125,34.406
1669022599.11,34.406
1669022600.085,34.406
1669022601.132,34.406
1669022602.278,34.406
1669022603.108,34.406
1669022604.131,34.406
1669022605.11,34.406
1669022606.13,34.406
1669022607.105,34.406
1669022608.129,34.406
1669022609.209,34.406
1669022610.128,34.406
1669022611.152,34.406
1669022612.127,34.406
1669022613.153,34.406
1669022614.126,34.406
1669022615.105,34.406
1669022616.165,34.406
1669022617.136,34.406
1669022618.123,34.406
1669022619.342,34.406
1669022620.122,34.406
1669022621.196,34.406
1669022622.316,34.406
1669022623.237,34.406
1669022624.121,34.406
1669022625.338,34.406
1669022626.119,34.406
1669022627.094,34.406
1669022628.118,34.406
1669022629.287,34.406
1669022630.165,34.406
1669022631.286,34.406
1669022632.115,34.406
1669022633.09,34.406
1669022634.116,34.406
1669022635.089,34.406
1669022636.161,34.406
1669022637.372,34.406
1669022638.112,34.406
1669022639.087,34.406
1669022640.111,34.406
1669022641.086,34.406
1669022642.11,34.406
1669022643.157,34.406
1669022644.145,34.406
1669022645.132,34.406
1669022646.337,34.406
1669022647.131,34.406
1669022648.106,34.406
1669022649.13,34.406
1669022650.3,34.406
1669022651.129,34.406
1669022652.204,34.406
1669022653.127,34.406
1669022654.106,34.406
1669022655.126,34.406
1669022656.11,34.406
1669022657.209,34.406
1669022658.295,34.406
1669022659.145,34.406
1669022660.099,34.406
1669022661.123,34.406
1669022662.098,34.406
1669022663.129,34.406
1669022664.34,34.406
1669022665.12,34.406
1669022666.096,34.406
1669022667.182,34.406
1669022668.095,34.406
1669022669.118,34.406
1669022670.288,34.406
1669022671.159,34.406
1669022672.189,34.406
1669022673.216,34.406
1669022674.091,34.406
1669022675.115,34.406
1669022676.141,34.406
1669022677.114,34.406
1669022678.186,34.406
1669022679.307,34.406
1669022680.087,34.406
1669022681.21,34.406
1669022682.14,34.406
1669022683.11,34.406
1669022684.134,34.406
1669022685.304,34.406
1669022686.278,34.406
