time,rrt
1669021328.0,-0.382467028704422
1669021336.0,0.003878975950349108
1669021338.0,0.005430566330488751
1669021338.001,0.0069821567106283944
1669021338.002,0.0069821567106283944
1669021339.0,0.005430566330488751
1669021339.001,0.008533747090768037
1669021341.0,0.013188518231186967
1669021341.001,0.019394879751745538
1669021341.002,0.01008533747090768
1669021343.0,0.017843289371605897
1669021344.0,0.0023273855702094647
1669021344.001,0.01008533747090768
1669021344.002,0.008533747090768037
1669021344.003,0.0069821567106283944
1669021346.0,0.0069821567106283944
1669021346.001,0.011636927851047323
1669021346.002,0.01008533747090768
1669021347.0,0.003878975950349108
1669021349.0,-0.01008533747090768
1669021349.001,-0.0023273855702094647
1669021349.002,0.016291698991466253
1669021351.0,0.011636927851047323
1669021351.001,0.022498060512024826
1669021352.0,0.027152831652443754
1669021352.001,0.027152831652443754
1669021352.002,0.02560124127230411
1669021354.0,0.0007757951900698216
1669021354.001,-0.01008533747090768
1669021354.002,-0.003878975950349108
1669021355.0,0.003878975950349108
1669021357.0,0.0069821567106283944
1669021357.001,0.0069821567106283944
1669021357.002,0.011636927851047323
1669021357.003,-0.0023273855702094647
1669021358.0,-0.011636927851047323
1669021360.0,0.005430566330488751
1669021360.001,-0.01474010861132661
1669021360.002,0.003878975950349108
1669021362.0,0.011636927851047323
1669021362.001,0.0069821567106283944
1669021362.002,0.01474010861132661
1669021363.0,0.0007757951900698216
1669021363.001,0.0023273855702094647
1669021365.0,-0.0007757951900698216
1669021365.001,-0.03646237393328161
1669021365.002,-0.030256012412723042
1669021370.0,-0.047323506594259115
1669021371.0,-0.045771916214119475
1669021371.001,-0.008533747090768037
1669021371.002,-0.03801396431342126
1669021373.0,-0.027152831652443754
1669021373.001,-0.02404965089216447
1669021373.002,0.0023273855702094647
1669021374.0,-0.005430566330488751
1669021376.0,0.0069821567106283944
1669021376.001,0.019394879751745538
1669021376.002,-0.008533747090768037
1669021376.003,-0.0023273855702094647
1669021378.0,0.005430566330488751
1669021379.0,0.011636927851047323
1669021379.001,0.005430566330488751
1669021379.002,-0.003878975950349108
1669021381.0,0.0069821567106283944
1669021381.001,0.01474010861132661
1669021382.0,0.02094647013188518
1669021382.001,0.02094647013188518
1669021382.002,0.03335919317300233
1669021384.0,0.022498060512024826
1669021384.001,0.01008533747090768
1669021384.002,0.0023273855702094647
1669021385.0,0.0007757951900698216
1669021387.0,-0.019394879751745538
1669021387.001,0.0023273855702094647
1669021387.002,0.0023273855702094647
1669021389.0,0.0069821567106283944
1669021389.001,0.0069821567106283944
1669021389.002,-0.01008533747090768
1669021389.003,-0.0023273855702094647
1669021390.0,-0.005430566330488751
1669021392.0,0.0023273855702094647
1669021392.001,0.016291698991466253
1669021392.002,0.03335919317300233
1669021394.0,0.05663304887509697
1669021394.001,0.05973622963537626
1669021395.0,0.0395655546935609
1669021395.001,0.03335919317300233
1669021395.002,0.03801396431342126
1669021397.0,0.028704422032583398
1669021397.001,0.02404965089216447
1669021397.002,0.02560124127230411
1669021398.0,0.03335919317300233
1669021400.0,0.027152831652443754
1669021400.001,0.02404965089216447
1669021400.002,0.017843289371605897
1669021402.0,0.03491078355314197
1669021402.001,0.03491078355314197
1669021403.0,0.05663304887509697
1669021403.001,0.03646237393328161
1669021403.002,0.02560124127230411
1669021405.0,0.022498060512024826
1669021405.001,0.016291698991466253
1669021405.002,-0.003878975950349108
1669021407.0,-0.0023273855702094647
1669021408.0,0.0007757951900698216
1669021408.001,0.01474010861132661
1669021408.002,0.01008533747090768
1669021410.0,0.028704422032583398
1669021410.001,0.0395655546935609
1669021410.002,0.0395655546935609
1669021411.0,0.051978277734678044
1669021411.001,0.05352986811481769
1669021413.0,0.05508145849495733
1669021413.001,0.05663304887509697
1669021413.002,0.05663304887509697
1669021415.0,0.04266873545384019
1669021416.0,0.05352986811481769
1669021416.001,0.07525213343677269
1669021416.002,0.08921644685802949
1669021434.0,0.028704422032583398
1669021434.001,0.05508145849495733
1669021434.002,0.0612878200155159
1669021436.0,-0.05818463925523662
1669021436.001,-0.003878975950349108
1669021437.0,-0.011636927851047323
1669021437.001,0.05508145849495733
1669021437.002,0.0504266873545384
1669021439.0,0.041117145073700546
1669021439.001,-0.047323506594259115
1669021439.002,0.04422032583397983
1669021440.0,0.027152831652443754
1669021442.0,0.0395655546935609
1669021442.001,0.04422032583397983
1669021442.002,0.041117145073700546
1669021444.0,0.03180760279286268
1669021444.001,0.02560124127230411
1669021445.0,-0.019394879751745538
1669021445.001,0.03646237393328161
