time,rrt
1673967600.459,0.0
1673967601.459,0.0
1673967602.459,0.0
1673967603.459,0.0
1673967604.459,0.047619047619047616
1673967605.459,0.047619047619047616
1673967606.459,0.047619047619047616
1673967607.459,0.047619047619047616
1673967608.459,0.047619047619047616
1673967609.459,0.047619047619047616
1673967610.459,0.09523809523809523
1673967611.459,0.09523809523809523
1673967612.459,0.09523809523809523
1673967613.459,0.09523809523809523
1673967614.459,0.09523809523809523
1673967615.459,0.09523809523809523
1673967616.459,0.047619047619047616
1673967617.459,0.047619047619047616
1673967618.459,0.09523809523809523
1673967619.459,0.047619047619047616
1673967620.459,0.047619047619047616
1673967621.459,0.047619047619047616
1673967622.459,0.047619047619047616
1673967623.459,0.047619047619047616
1673967624.459,0.047619047619047616
1673967625.459,0.047619047619047616
1673967626.459,0.047619047619047616
1673967627.459,0.047619047619047616
1673967628.459,0.047619047619047616
1673967629.459,0.047619047619047616
1673967630.459,0.047619047619047616
1673967631.459,0.047619047619047616
1673967632.459,0.047619047619047616
1673967633.459,0.047619047619047616
1673967634.459,0.047619047619047616
1673967635.459,0.047619047619047616
1673967636.459,0.047619047619047616
1673967637.459,0.047619047619047616
1673967638.459,0.047619047619047616
1673967639.459,0.047619047619047616
1673967640.459,0.047619047619047616
1673967641.459,0.047619047619047616
1673967642.459,0.047619047619047616
1673967643.459,0.047619047619047616
1673967644.459,0.047619047619047616
1673967645.459,0.047619047619047616
1673967646.459,0.047619047619047616
1673967647.459,0.047619047619047616
1673967648.459,0.047619047619047616
1673967649.459,0.047619047619047616
1673967650.459,0.047619047619047616
1673967651.459,0.047619047619047616
1673967652.459,0.047619047619047616
1673967653.459,0.047619047619047616
1673967654.459,0.047619047619047616
1673967655.459,0.047619047619047616
1673967656.459,0.047619047619047616
1673967657.459,0.047619047619047616
1673967658.459,0.047619047619047616
1673967659.459,0.047619047619047616
1673967660.459,0.047619047619047616
1673967661.459,0.047619047619047616
1673967662.459,0.09523809523809523
1673967663.459,0.09523809523809523
1673967664.459,0.09523809523809523
1673967665.459,0.09523809523809523
1673967666.459,0.09523809523809523
1673967667.459,0.09523809523809523
1673967668.459,0.09523809523809523
1673967669.459,0.047619047619047616
1673967670.459,0.047619047619047616
1673967671.459,0.047619047619047616
1673967672.459,0.047619047619047616
1673967673.459,0.047619047619047616
1673967674.459,0.047619047619047616
1673967675.459,0.047619047619047616
1673967676.459,0.0
1673967677.459,0.0
1673967678.459,0.0
1673967679.459,0.0
1673967680.459,-0.047619047619047616
1673967681.459,-0.047619047619047616
1673967682.459,-0.047619047619047616
1673967683.459,-0.047619047619047616
1673967684.459,-0.047619047619047616
1673967685.459,-0.047619047619047616
1673967686.459,-0.047619047619047616
1673967687.459,-0.047619047619047616
1673967688.459,-0.047619047619047616
1673967689.459,-0.047619047619047616
1673967690.459,-0.047619047619047616
1673967691.459,-0.047619047619047616
1673967692.459,-0.047619047619047616
1673967693.459,-0.047619047619047616
1673967694.459,0.0
1673967695.459,0.0
1673967696.459,0.0
1673967697.459,0.0
1673967698.459,0.0
1673967699.459,0.0
1673967700.459,0.047619047619047616
1673967701.459,0.047619047619047616
1673967702.459,0.047619047619047616
1673967703.459,0.047619047619047616
1673967704.459,0.047619047619047616
1673967705.459,0.047619047619047616
1673967706.459,0.047619047619047616
1673967707.459,0.047619047619047616
1673967708.459,0.047619047619047616
1673967709.459,0.047619047619047616
1673967710.459,0.047619047619047616
1673967711.459,0.047619047619047616
1673967712.459,0.047619047619047616
1673967713.459,0.047619047619047616
1673967714.459,0.047619047619047616
1673967715.459,0.047619047619047616
1673967716.459,0.0
1673967717.459,0.0
1673967718.459,0.0
1673967719.459,0.0
1673967720.459,0.0
1673967721.459,0.0
1673967722.459,0.0
1673967723.459,-0.047619047619047616
1673967724.459,-0.047619047619047616
1673967725.459,-0.047619047619047616
1673967726.459,-0.047619047619047616
1673967727.459,-0.047619047619047616
1673967728.459,-0.09523809523809523
1673967729.459,-0.09523809523809523
1673967730.459,-0.09523809523809523
1673967731.459,-0.09523809523809523
1673967732.459,-0.09523809523809523
1673967733.459,-0.14285714285714285
1673967734.459,-0.14285714285714285
1673967735.459,-0.14285714285714285
1673967736.459,-0.14285714285714285
1673967737.459,-0.14285714285714285
1673967738.459,-0.14285714285714285
1673967739.459,-0.14285714285714285
1673967740.459,-0.14285714285714285
1673967741.459,-0.14285714285714285
1673967742.459,-0.14285714285714285
1673967743.459,-0.14285714285714285
1673967744.459,-0.14285714285714285
1673967745.459,-0.14285714285714285
1673967746.459,-0.14285714285714285
1673967747.459,-0.14285714285714285
1673967748.459,-0.14285714285714285
1673967749.459,-0.14285714285714285
1673967750.459,-0.14285714285714285
1673967751.459,-0.09523809523809523
1673967752.459,-0.09523809523809523
1673967753.459,-0.09523809523809523
1673967754.459,-0.09523809523809523
1673967755.459,-0.09523809523809523
1673967756.459,-0.047619047619047616
1673967757.459,-0.047619047619047616
1673967758.459,-0.047619047619047616
1673967759.459,-0.047619047619047616
1673967760.459,-0.047619047619047616
1673967761.459,-0.047619047619047616
1673967762.459,-0.047619047619047616
1673967763.459,-0.047619047619047616
1673967764.459,0.0
1673967765.459,0.0
1673967766.459,0.0
1673967767.459,0.0
1673967768.459,0.0
1673967769.459,0.0
1673967770.459,0.0
1673967771.459,0.0
1673967772.459,0.0
1673967773.459,0.0
1673967774.459,0.047619047619047616
1673967775.459,0.047619047619047616
1673967776.459,0.047619047619047616
1673967777.459,0.09523809523809523
1673967778.459,0.09523809523809523
1673967779.459,0.09523809523809523
1673967780.459,0.14285714285714285
1673967781.459,0.14285714285714285
1673967782.459,0.09523809523809523
1673967783.459,0.09523809523809523
1673967784.459,0.09523809523809523
1673967785.459,0.09523809523809523
1673967786.459,0.09523809523809523
1673967787.459,0.09523809523809523
1673967788.459,0.09523809523809523
1673967789.459,0.09523809523809523
