,ECG_Mean RR (ms),ECG_STD RR/SDNN (ms),ECG_Mean HR (beats/min),ECG_STD HR (beats/min),ECG_Min HR (beats/min),ECG_Max HR (beats/min),ECG_RMSSD (ms),ECG_NNxx,ECG_pNNxx (%),ECG_Power VLF (ms2),ECG_Power LF (ms2),ECG_Power HF (ms2),ECG_Power Total (ms2),ECG_LF/HF,ECG_Peak VLF (Hz),ECG_Peak LF (Hz),ECG_Peak HF (Hz),ECG_Fraction LF (nu),ECG_Fraction HF (nu),ECG_sd1,ECG_sd2
19,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,
71,892.9467966870465,12.756908824846265,67.20703125,0.9645748613176361,65.62499999999999,68.90624999999999,12.814047012261613,0.0,0.0,0.0,0.0,6.71517452765321,6.71517452765321,0.0,0.0,0.12903225806451613,0.25806451612903225,0.0,99.99999999999999,8.515139792895294,14.398753686292919
72,888.7279272664407,14.218199173027838,67.529296875,1.067226890630097,65.15625,68.90624999999999,15.44031603886052,0.0,0.0,0.0,25.417149902103983,20.30171681604236,45.718866718146344,1.251970467936949,0.0,0.05128205128205128,0.20512820512820512,55.5944443216385,44.40555567836151,10.879365211817888,15.100943699157243
73,905.014232955273,25.77333090984873,66.35048324980995,1.8679849844157153,63.28125,68.90624999999999,13.253540125317684,0.0,0.0,173.12567361079456,31.59786243666482,49.39167107337478,254.11520712083416,0.6397407042520182,0.03225806451612903,0.06451612903225806,0.1935483870967742,39.01474803870539,60.985251961294615,9.30392210856835,35.21598890085712
74,914.7404337457846,28.212721965651017,65.65500184271598,2.0309517160109216,62.8125,68.90624999999999,13.157609782974244,0.0,0.0,228.9560181131153,90.55203061362809,32.91108699086843,352.41913571761177,2.751414155319538,0.024691358024691357,0.04938271604938271,0.1728395061728395,73.34338575808829,26.65661424191171,9.295033092651797,39.3169459689463
75,914.2327073997822,25.711504886357655,65.68082532943316,1.8502654610728042,62.8125,68.90624999999999,13.70070234860396,0.0,0.0,570.5718131381924,27.40258717423849,35.07861330082083,633.0530136132518,0.781176466106124,0.01932367149758454,0.11594202898550723,0.15458937198067632,43.8573314307186,56.1426685692814,9.68728911990878,35.41425524268062
76,916.9651183595487,24.280812947988796,65.47951508324184,1.7480584341129737,62.8125,68.90624999999999,13.412944138292334,0.0,0.0,418.5811408612286,30.413829009946877,36.07256113983324,485.0675310110087,0.84312918320519,0.015873015873015872,0.047619047619047616,0.2857142857142857,45.744443248356234,54.255556751643766,9.469531676504253,33.102416052462885
77,924.4407467686676,23.04644298830332,64.9452284453647,1.650041751591161,62.8125,68.4375,13.070317211771542,0.0,0.0,133.90800858796757,24.953950465150008,44.95514113868156,203.81710019179914,0.5550855771572348,0.03187250996015936,0.04780876494023904,0.28685258964143423,35.69485726772387,64.30514273227614,9.217427700119783,31.02228457532685
78,929.1089764591792,16.089379591872763,64.59743418741176,1.1223911876466595,62.8125,67.03125,12.159098618588686,0.0,0.0,118.39641671038669,17.9108535714984,42.768166545745125,179.0754368276302,0.41878937111650155,0.0321285140562249,0.048192771084337345,0.2891566265060241,29.517374435004374,70.48262556499563,8.597376916298815,20.99433745420481
79,924.6973497543875,17.40618945330504,64.9090909090909,1.2218749669738524,62.8125,67.03125,12.5362995095913,0.0,0.0,128.2294634542355,27.92096935836559,30.435665956243565,186.58609876884466,0.917376652724035,0.03225806451612903,0.04838709677419355,0.29032258064516125,47.84540645265026,52.15459354734974,8.85307627198412,22.82414398368482
80,921.1031677066064,14.886246083729604,65.15625,1.0500608748587337,62.8125,67.03125,11.534172892946799,0.0,0.0,146.1434407445871,46.34730527238158,30.113401185138294,222.604147202107,1.5390923458773937,0.01593625498007968,0.06374501992031872,0.28685258964143423,60.61584756365188,39.38415243634812,8.153991923922607,19.53538535729025
81,923.8082940240959,14.125157804063255,64.96372767857143,0.9934877374917083,62.8125,67.03125,10.71288776282477,0.0,0.0,120.41616837729238,55.436681790833646,27.537420068415496,203.3902702365415,2.0131399983405736,0.01568627450980392,0.06274509803921569,0.2823529411764706,66.81202995709691,33.18797004290308,7.5706525286491315,18.52662340774835
82,925.516508804396,16.632825309831485,64.84943181818181,1.155890467890591,61.875,67.03125,12.424524703908169,0.0,0.0,98.29563380230906,46.228728594413475,20.85743660611221,165.38179900283473,2.2164146758507366,0.01606425702811245,0.0642570281124498,0.2730923694779116,68.90948149477954,31.090518505220466,8.781066429678493,21.357624864621567
83,925.7231233336204,18.110995095583323,64.8386338349355,1.249531746281924,61.875,67.03125,11.967803329997432,0.0,0.0,62.05963932647417,34.633724856277965,21.509273097056077,118.20263727980821,1.6101764434344459,0.01606425702811245,0.0642570281124498,0.2730923694779116,61.68841372714982,38.311586272850164,8.462514723553458,24.40661539895968
84,921.5816111020356,22.519107792351743,65.14420186483174,1.5861309241878467,61.875,68.4375,11.666246727173318,0.0,0.0,202.7030313990071,80.91947185768112,29.94408706438995,313.5665903210782,2.7023522768844743,0.01593625498007968,0.04780876494023904,0.350597609561753,72.99014450236218,27.009855497637815,8.238945603482817,30.58904415298186
85,921.598118689354,22.83771476711777,65.14420186483174,1.6111213104067656,61.875,68.4375,11.137608128793579,0.0,0.0,439.89229478687116,108.38570650171266,24.614596532766093,572.8925978213499,4.4033103023823035,0.01593625498007968,0.04780876494023904,0.350597609561753,81.49282672958644,18.507173270413567,7.874993480420873,31.618803422829995
86,924.4528405885849,24.264904891016467,64.94812846701144,1.7103348966031604,61.875,68.4375,11.664922173357299,0.0,0.0,565.5037931833583,61.73730169495299,12.374325202928079,639.6154200812393,4.98914491760281,0.03162055335968379,0.04743083003952569,0.3320158102766798,83.30312567557215,16.696874324427863,8.246635929900709,33.55000958907373
87,918.9645626760903,26.76860996818364,65.34596432097842,1.8919705091203123,61.875,68.4375,12.092865712965429,0.0,0.0,400.2907392862943,37.793800054607075,9.59752377493559,447.68206311583697,3.937869906955319,0.03187250996015936,0.04780876494023904,0.1593625498007968,79.74835265320715,20.25164734679286,8.550500890432929,37.21681447130428
88,914.0671789227051,24.38915640118248,65.6868734118875,1.7315889637435606,61.875,68.4375,10.597807966657346,0.0,0.0,250.0598759536122,93.44162284710357,15.369426183510646,358.8709249842264,6.079707969016699,0.0311284046692607,0.04669260700389105,0.26459143968871596,85.87512360147689,14.124876398523119,7.471098698536564,33.24735489406364
89,912.7306461176734,21.858003555868212,65.77437594058837,1.5691226766851722,62.812499999999986,68.4375,10.641679628028395,0.0,0.0,177.73658380158977,119.49214791307212,60.868241184705965,358.09697289936787,1.9631279890357052,0.03125,0.046875,0.265625,66.25187964542054,33.74812035457947,7.520053721832792,30.003504694079695
90,925.2564760058979,27.18544941467279,64.90240062657263,1.8904384273460413,60.9375,67.96875,10.603458466548368,0.0,0.0,332.0648352590949,70.85186151517999,100.72409380266049,503.6407905769354,0.7034251571822882,0.015748031496062992,0.047244094488188976,0.2047244094488189,41.29474982897724,58.70525017102277,7.437964484331614,37.411431915871766
91,931.8177012064607,27.25651423461388,64.44529923731271,1.8820897528572353,60.9375,67.96875,11.16213563370362,0.0,0.0,392.4116637854121,37.84179511394347,58.35302397611189,488.60648287546746,0.6484975847941462,0.01606425702811245,0.11244979919678713,0.20883534136546184,39.33870396753577,60.66129603246422,7.890929265517202,38.055846044061646
92,929.4264950356103,26.53066651398136,64.60810563754674,1.8286300201589405,60.9375,67.96875,10.573059815617254,0.0,0.0,540.3040183489334,63.092233874741254,22.360451179088304,625.7567034027629,2.8215993214728012,0.01593625498007968,0.04780876494023904,0.20717131474103584,73.83294490395159,26.16705509604841,7.475238182232039,36.90236787852556
93,930.7815739518086,24.68370611568557,64.50662628931151,1.6852378263008005,60.9375,67.5,9.621766893661864,0.0,0.0,544.9528984355437,93.94028469649976,24.52386834104519,663.4170514730887,3.830565528655749,0.01593625498007968,0.04780876494023904,0.1593625498007968,79.29849012361333,20.701509876386673,6.799017465438294,34.30315807763853
94,932.7912746161255,24.131220839902777,64.3656336130788,1.6459524081275014,60.9375,67.03125,9.510695298473053,0.0,0.0,317.6265531270668,67.0064627405573,18.19050076774508,402.8235166353692,3.683596377916732,0.016,0.048,0.16,78.6488860416106,21.35111395838941,6.720004473979152,33.7151714824961
95,933.1522317134392,24.067275515678556,64.34052200593594,1.6420375334022619,60.9375,67.03125,9.857427661619736,0.0,0.0,315.1345765061975,33.92965971943491,17.25981350013692,366.3240497257693,1.9658184440501485,0.016,0.048,0.16,66.28249439859876,33.71750560140124,6.969677631384504,33.54994985457424
96,925.5338978830443,18.87522093448163,64.85409967877115,1.3074956513708909,60.9375,67.03125,9.422071393089022,0.0,0.0,189.1366692572633,49.574778641691566,25.209151280022503,263.9205991789774,1.9665389798734751,0.01606425702811245,0.048192771084337345,0.1606425702811245,66.29068396591065,33.70931603408935,6.602128846182649,25.18710275056223
97,917.679077724481,16.98399309916128,65.40473927510851,1.2107651225213751,63.281249999999986,67.5,9.477227083767426,0.0,0.0,204.07738197623814,53.26510082473848,24.486047045315672,281.8285298462923,2.1753246134895594,0.015873015873015872,0.06349206349206349,0.1746031746031746,68.50715685093253,31.492843149067475,6.6992284608012325,23.252621740567328
98,916.2420863770545,16.8764949648553,65.50701200238123,1.201921546330944,63.281249999999986,67.5,9.955808805974574,0.0,0.0,234.68005427497815,30.92341964394786,15.685395328283688,281.2888692472097,1.9714784993775183,0.015748031496062992,0.06299212598425197,0.26771653543307083,66.34671931129618,33.6532806887038,7.039819918901366,23.032096377626274
99,917.6420734188918,15.973339431160252,65.40473927510851,1.1358569152468982,63.281249999999986,67.5,9.92654004423094,0.0,0.0,189.17782059483926,18.039815580212235,19.561983862628264,226.77962003767976,0.922187427762681,0.015810276679841896,0.04743083003952569,0.25296442687747034,47.975936916622935,52.02406308337705,7.01862456120073,21.53338991558374
100,919.7005376907116,16.05206334337162,65.25852272727273,1.1401357846493627,63.281249999999986,67.5,9.305434434263088,0.0,0.0,129.76248198590423,13.635134497243792,26.555509543878475,169.9531260270265,0.5134578372414224,0.015873015873015872,0.047619047619047616,0.25396825396825395,33.926140828429105,66.07385917157089,6.579320822921806,21.65341244332089
101,916.8864782182832,14.209521415879964,65.45454545454545,1.0127352802849736,63.281249999999986,67.5,9.020865541065232,0.0,0.0,39.27415102395469,26.489118984910856,26.162200064772602,91.92547007363815,1.0124958497117547,0.015748031496062992,0.047244094488188976,0.23622047244094488,50.31045653370029,49.68954346629971,6.368988697146382,18.95993778318897
102,918.7315567158483,14.464249927701047,65.32366071428571,1.030902074888883,63.281249999999986,67.5,8.998955016957117,0.0,0.0,54.32749448183152,52.27497397046625,19.800079776622344,126.40254822892011,2.6401395630833027,0.015625,0.046875,0.25,72.52852582517548,27.471474174824536,6.348738533784345,19.34406025805497
103,926.4260847387485,14.73734887182431,64.78125,1.020736699198627,61.875000000000014,66.5625,10.36227762461028,0.0,0.0,20.73987160710634,49.69761196573372,15.319307437651755,85.75679101049182,3.2441161043342635,0.03162055335968379,0.04743083003952569,0.2845849802371541,76.43796787324553,23.562032126754485,7.291222320222403,18.739409280404384
104,934.7075412140837,19.47218261048735,64.21875,1.3228085436607284,60.9375,66.56249999999999,10.545713578403692,0.0,0.0,92.11938010743435,25.68679087609597,16.784272739294853,134.59044372282517,1.5304083337467937,0.016129032258064516,0.04838709677419355,0.27419354838709675,60.480686588662444,39.51931341133756,7.452200053348544,26.69148464390847
105,938.8375710770604,16.76993322697799,63.92897727272727,1.1288673197589854,60.9375,66.09375,10.644350011007297,0.0,0.0,156.21000035125462,77.35543249826756,28.698421970509138,262.2638548200313,2.6954594429533087,0.016194331983805668,0.06477732793522267,0.21052631578947367,72.93976525958495,27.060234740415055,7.521990546037634,22.585395764266043
106,937.8526004848867,17.18994566106945,63.99715909090909,1.1580878012361162,60.9375,66.09375,11.77540517527101,0.0,0.0,210.48351699172304,125.64694675233316,36.94629907767038,373.0767628217266,3.4007992651223815,0.016194331983805668,0.06477732793522267,0.19433198380566802,77.27685495847784,22.723145041522155,8.326010354442666,22.916342956097797
107,938.3450277338815,16.98523694429286,63.96306818181818,1.144078922355672,60.9375,66.09375000000001,11.959373983137882,0.0,0.0,150.76045426704883,65.39853299381137,35.28771345453298,251.4467007153932,1.8532947190833196,0.01593625498007968,0.04780876494023904,0.27091633466135456,64.95279673312994,35.047203266870056,8.45482456385935,22.199938623130656
108,933.4492246960307,22.25299268771955,64.31423611111111,1.531939761816659,60.9375,67.96875,12.748021163703426,0.0,0.0,82.03510529326276,18.814688108547156,38.845162035623716,139.69495543743363,0.48435087209297206,0.016129032258064516,0.08064516129032258,0.27419354838709675,32.6304838835056,67.3695161164944,8.980455076535003,29.62912365222117
109,927.8751973930468,23.091924836107633,64.7036727018956,1.600178687672361,60.9375,67.96875,11.396241245581844,0.0,0.0,67.27289602788235,38.84733937409147,44.16629462035732,150.28653002233114,0.8795698101462599,0.015873015873015872,0.06349206349206349,0.15873015873015872,46.79633634240038,53.203663657599634,8.038259016062907,30.944294589260608
110,925.353138397541,19.437939430466482,64.86890275193072,1.3709662613070162,62.34375,67.96875,11.417612161858715,0.0,0.0,183.55645004135437,42.89723219279133,48.05039756826965,274.50407980241533,0.8927549898383932,0.016129032258064516,0.04838709677419355,0.1774193548387097,47.16696004666817,52.83303995333183,8.07135868238078,26.329602348773868
111,924.2985954166692,19.230818641131293,64.94230906553197,1.3567317604446563,62.34375,67.96875,12.31264346673955,0.0,0.0,311.23015318035783,53.1772566591343,43.644608624989054,408.0520184644812,1.2184152483999422,0.03162055335968379,0.04743083003952569,0.17391304347826086,54.92277648554473,45.07722351445526,8.695689585824937,25.80618482643523
112,920.1177914950388,20.28140750599049,65.24060452007743,1.432187951971991,62.34375,67.96875,11.722945873275062,0.0,0.0,353.09602725102764,63.09807484543988,28.77055800720737,444.9646601036749,2.193147412352345,0.03125,0.046875,0.171875,68.68293658690456,31.31706341309544,8.28556855790242,27.510232117851775
113,918.4446712926139,20.435988176134504,65.35992270189561,1.44246868246046,62.34375,67.96875,12.145806483071853,0.0,0.0,355.06415352882715,32.29454426995274,30.698194979626958,418.05689277840685,1.0520014056652258,0.015810276679841896,0.06324110671936758,0.26877470355731226,51.2670899133319,48.7329100866681,8.58838212715964,27.677034805997806
114,916.1598532320263,22.598737237414586,65.53037724735016,1.6066989554768831,62.34375,68.4375,11.390947582701456,0.0,0.0,194.95097812941424,22.141224985596594,37.01920084506077,254.11140396007158,0.5981011064573197,0.01568627450980392,0.047058823529411764,0.2823529411764706,37.425736334241954,62.57426366575805,8.054216263863504,30.665621945148047
115,912.8444967862903,23.72101580979113,65.77256944444444,1.6920849991897664,62.34375,68.4375,11.28192122374641,0.0,0.0,65.47973804296076,43.6394301477875,33.078769862738916,142.19793805348718,1.3192579509114237,0.015873015873015872,0.047619047619047616,0.2857142857142857,56.882760729266046,43.117239270733954,7.938249196383636,32.38207975016623
116,905.7878265215605,17.148167371120646,66.26420454545455,1.242974835270492,63.28125,68.4375,10.713653765219023,0.0,0.0,100.65155681793257,43.989203984955104,26.20280301109451,170.8435638139822,1.6787976449057633,0.01532567049808429,0.04597701149425287,0.21455938697318006,62.66981935340701,37.33018064659299,7.571159639149908,22.912561882707454
117,904.8584572551407,15.504842478527248,66.328125,1.1330369748857867,64.21874999999999,68.4375,9.094816320976816,0.0,0.0,172.78588960622153,16.074241449752193,16.876142146801715,205.73627320277546,0.9524831747638784,0.015625,0.0625,0.21875,48.78316940575256,51.216830594247455,6.425614199753203,20.941118882625247
118,907.6244006998005,16.472634953770882,66.12847222222223,1.2030636207687797,64.21874999999999,68.4375,8.89153537306071,0.0,0.0,213.66145200347012,8.580530414978007,12.16494254040338,234.4069249588515,0.7053490295148968,0.015810276679841896,0.09486166007905138,0.20553359683794464,41.36097756572097,58.63902243427903,6.2819049199446955,22.569016028544127
119,906.9933744537366,16.030240059252286,66.17334905660377,1.1722670890882712,64.21875,68.4375,7.605212068984752,0.0,0.0,201.77213082620295,11.456127083797826,11.11605909488453,224.3443170048853,1.0305924955967345,0.01606425702811245,0.09638554216867469,0.19277108433734938,50.75328988123105,49.24671011876895,5.374924864551395,22.18440256068121
120,917.1585296524491,19.933301755870016,65.45007907198868,1.4102355777128435,62.22388195087909,68.4375,8.08083618012645,0.0,0.0,39.35252530516034,10.319901441499459,16.02232749577881,65.69475424243862,0.6440950257831333,0.03162055335968379,0.11067193675889328,0.20553359683794464,39.176265099173996,60.823734900826004,5.645059864856022,27.103173788859795
121,920.3736037435187,17.39593960044279,65.21387777718174,1.215095816464832,62.22388195087909,67.5,7.699857746895777,0.0,0.0,60.78513653036812,21.487610472821004,17.607737481213885,99.88048448440301,1.2203504564823646,0.0311284046692607,0.04669260700389105,0.26459143968871596,54.96206479114695,45.037935208853035,5.442152965688117,23.692769989030435
122,918.7232763413441,19.271658172364198,65.33647273601844,1.3568024240833587,62.22388195087909,67.96875,8.591459730234456,0.0,0.0,182.66045835285425,96.39797807525376,10.88468544519371,289.9431218733017,8.856294337639282,0.03162055335968379,0.04743083003952569,0.18972332015810275,89.8541990960924,10.145800903907602,6.0693711400800865,26.761634373623206
123,918.2031445172973,19.87629153862077,65.37525052349048,1.397134966412942,62.22388195087909,67.96875,8.87216882971222,0.0,0.0,307.03451610176796,125.60112053634971,10.147088389918812,442.78272502803645,12.378045377148297,0.03162055335968379,0.04743083003952569,0.18972332015810275,92.5250664666742,7.4749335333258,6.267306449193382,27.32702746978254
124,922.8099237828201,23.391317072171525,65.06024405413174,1.635199446251548,62.054657123987184,67.96875,9.201264550471965,0.0,0.0,383.2295426450261,53.53174222366209,15.748956132929587,452.51024100161777,3.39906605693899,0.031746031746031744,0.047619047619047616,0.19047619047619047,77.26790216249147,22.73209783750853,6.505661728366575,32.73422786757301
125,921.6297455493417,24.274868180481494,65.14689846405638,1.7026459253802284,62.054657123987184,67.96875,9.314202526098942,0.0,0.0,344.18034707718215,32.86057484457555,12.44165750815435,389.482579429912,2.6411733985635353,0.015873015873015872,0.06349206349206349,0.25396825396825395,72.53632577908797,27.463674220912022,6.57716371622228,33.82276331924813
126,912.4808146273169,22.402097930208047,65.79369334286143,1.5843741831706075,62.054657123987184,67.96875,8.913837519342836,0.0,0.0,517.6120938394617,65.20287396223009,9.487900159692442,592.3028679613843,6.872213331168073,0.015748031496062992,0.047244094488188976,0.25196850393700787,87.29709221622909,12.702907783770906,6.279794055541961,31.064953624212276
127,910.6217414325582,22.148218913522783,65.92713187384999,1.566271124040903,62.054657123987184,67.96875,9.344107919173371,0.0,0.0,442.78005988706343,39.732553065344774,15.630472790021154,498.1430857424293,2.5419930413564287,0.015748031496062992,0.047244094488188976,0.25196850393700787,71.76730760552134,28.23269239447867,6.593358966566814,30.675752008069544
128,914.3710927541105,20.856877090612052,65.65243961692684,1.4720821858847706,62.054657123987184,67.96875,9.84561767629036,0.0,0.0,291.8113602756863,12.819990188006877,19.12843305735819,323.75978352105136,0.6702059781669034,0.015625,0.046875,0.265625,40.12714521010593,59.87285478989408,6.961365493873397,28.933434361214996
129,912.4411769473452,19.906715341011356,65.78830435116453,1.4049396829247258,62.054657123987184,67.96875,11.279724119086746,0.0,0.0,143.2819292107,16.304764683810358,22.684796941923995,182.27149083643437,0.718752948309507,0.01556420233463035,0.0622568093385214,0.26459143968871596,41.818281621942354,58.181718378057646,7.935874715627875,26.360392400903148
130,906.6098842151158,12.322112316446322,66.19281043509925,0.8973611754749738,64.21875,67.96875,11.876006259496805,0.0,0.0,64.97585543026733,18.714108112394413,27.59423597726031,111.28419951992205,0.6781890293254077,0.016260162601626018,0.06504065040650407,0.2764227642276423,40.41195702477114,59.58804297522886,8.395452226650388,14.814358823899715
131,907.3580196267064,12.415292933770422,66.13839285714286,0.9022938808664177,64.21875,67.50000000000001,12.489103118225623,0.0,0.0,21.36501633408951,28.174966851568403,29.867370572579926,79.40735375823785,0.9433360323132947,0.02,0.04,0.28,48.542095480541924,51.45790451945807,8.805211413284361,14.709527447139997
132,911.2622193224943,10.9689072760243,65.85227272727273,0.7921501984999266,64.21875,67.50000000000001,13.69794970253577,0.0,0.0,6.535745145645016,10.02543957137732,32.00450797784609,48.565692694868424,0.3132508576078423,0.025806451612903226,0.05161290322580645,0.2838709677419355,23.853086087333363,76.14691391266663,9.66818929304177,11.712392362410542
133,915.1976754527141,9.326750092597443,65.56640625,0.6672144864272933,64.21875,66.56250000000001,14.438653299138913,0.0,0.0,2.4272669082229967,4.817680262767791,54.83879241762403,62.08373958861482,0.08785168400643867,0.036036036036036036,0.10810810810810811,0.2882882882882883,8.075704188174857,91.92429581182515,10.201300922955058,7.7104825849715946
134,913.4729885216351,10.46556379485114,65.69196428571429,0.7486834746093041,64.21875,66.56250000000001,16.20214916170294,0.0,0.0,0.0,0.9757750469660434,82.78602812468026,83.7618031716463,0.011786711708121487,0.0,0.12698412698412698,0.25396825396825395,1.1649403546942112,98.83505964530578,11.365577338728444,8.252857237527568
135,915.733092425048,11.326913848571222,65.53125,0.8064679937852426,64.21875,66.56249999999999,16.701519944436043,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.2,,,10.84050458762903,8.704406113856402
