time,hr,hr_norm
1671632465.517,196,2.3793103448275863
1671632466.299,195,2.3620689655172415
1671632467.515,195,2.3620689655172415
1671632468.549,200,2.4482758620689653
1671632469.475,197,2.396551724137931
1671632470.52,197,2.396551724137931
1671632471.488,203,2.5
1671632472.342,204,2.5172413793103448
1671632473.536,206,2.5517241379310347
1671632474.585,206,2.5517241379310347
1671632475.367,207,2.5689655172413794
1671632476.521,207,2.5689655172413794
1671632477.412,207,2.5689655172413794
1671632478.292,206,2.5517241379310347
1671632479.539,206,2.5517241379310347
1671632480.412,206,2.5517241379310347
1671632481.312,200,2.4482758620689653
1671632482.531,203,2.5
1671632483.419,202,2.4827586206896552
1671632484.339,202,2.4827586206896552
1671632485.51,201,2.4655172413793105
1671632486.431,201,2.4655172413793105
1671632487.311,201,2.4655172413793105
1671632488.561,201,2.4655172413793105
1671632489.431,201,2.4655172413793105
1671632490.432,201,2.4655172413793105
1671632491.501,197,2.396551724137931
1671632492.468,196,2.3793103448275863
1671632493.305,195,2.3620689655172415
1671632494.622,193,2.3275862068965516
1671632495.401,191,2.293103448275862
1671632496.328,192,2.310344827586207
1671632497.498,191,2.293103448275862
1671632498.424,191,2.293103448275862
1671632499.302,191,2.293103448275862
1671632500.521,191,2.293103448275862
1671632501.398,191,2.293103448275862
1671632502.324,191,2.293103448275862
1671632503.591,191,2.293103448275862
1671632504.42,191,2.293103448275862
1671632505.346,193,2.3275862068965516
1671632506.517,191,2.293103448275862
1671632507.446,191,2.293103448275862
1671632508.32,193,2.3275862068965516
1671632509.544,192,2.310344827586207
1671632510.428,192,2.310344827586207
1671632511.368,198,2.413793103448276
1671632512.513,200,2.4482758620689653
1671632513.439,203,2.5
1671632514.342,205,2.5344827586206895
1671632515.536,207,2.5689655172413794
1671632516.413,208,2.586206896551724
1671632517.292,206,2.5517241379310347
1671632518.509,206,2.5517241379310347
1671632519.387,206,2.5517241379310347
1671632520.315,206,2.5517241379310347
1671632521.483,206,2.5517241379310347
1671632522.492,206,2.5517241379310347
1671632523.289,206,2.5517241379310347
1671632524.557,206,2.5517241379310347
1671632525.383,206,2.5517241379310347
1671632526.416,206,2.5517241379310347
1671632527.529,204,2.5172413793103448
1671632528.429,209,2.603448275862069
1671632529.332,210,2.6206896551724137
1671632530.556,210,2.6206896551724137
1671632531.45,211,2.6379310344827585
1671632532.504,212,2.6551724137931036
1671632533.574,213,2.6724137931034484
1671632534.454,212,2.6551724137931036
1671632535.329,212,2.6551724137931036
1671632536.548,212,2.6551724137931036
1671632537.425,212,2.6551724137931036
1671632538.303,211,2.6379310344827585
1671632539.521,209,2.603448275862069
1671632540.399,206,2.5517241379310347
1671632541.406,202,2.4827586206896552
1671632542.496,201,2.4655172413793105
1671632543.422,202,2.4827586206896552
1671632544.301,198,2.413793103448276
1671632545.592,200,2.4482758620689653
1671632546.395,199,2.4310344827586206
1671632547.422,194,2.3448275862068964
1671632548.507,196,2.3793103448275863
1671632549.418,198,2.413793103448276
1671632550.298,196,2.3793103448275863
1671632551.514,196,2.3793103448275863
1671632680.342,60,0.034482758620689655
1671632681.221,58,0.0
1671632682.096,58,0.0
1671632683.315,58,0.0
1671632684.242,58,0.0
1671632685.156,58,0.0
1671632686.338,58,0.0
1671632687.459,58,0.0
1671632688.141,60,0.034482758620689655
1671632689.347,59,0.017241379310344827
1671632690.238,59,0.017241379310344827
1671632691.116,59,0.017241379310344827
1671632692.334,60,0.034482758620689655
1671632693.211,59,0.017241379310344827
1671632694.137,59,0.017241379310344827
1671632695.6,59,0.017241379310344827
1671632696.235,59,0.017241379310344827
1671632697.111,59,0.017241379310344827
1671632698.33,59,0.017241379310344827
1671632699.207,59,0.017241379310344827
1671632700.134,59,0.017241379310344827
1671632701.303,59,0.017241379310344827
1671632702.23,59,0.017241379310344827
1671632703.107,59,0.017241379310344827
1671632704.424,59,0.017241379310344827
1671632705.203,59,0.017241379310344827
1671632706.14,59,0.017241379310344827
