time,hr,hr_norm
1678107300.714,,
1678107301.714,72.0,0.1076923076923077
1678107302.714,70.0,0.07692307692307693
1678107303.714,69.0,0.06153846153846154
1678107304.714,68.0,0.046153846153846156
1678107307.714,89.5,0.3769230769230769
1678107308.714,111.0,0.7076923076923077
1678107309.714,112.0,0.7230769230769231
1678107310.714,114.0,0.7538461538461538
1678107311.714,116.0,0.7846153846153846
1678107312.714,118.0,0.8153846153846154
1678107313.714,120.0,0.8461538461538461
1678107314.714,122.0,0.8769230769230769
1678107315.714,123.0,0.8923076923076924
1678107316.714,124.0,0.9076923076923077
1678107317.714,125.0,0.9230769230769231
1678107318.714,124.66666666666667,0.917948717948718
1678107319.714,124.33333333333333,0.9128205128205128
1678107320.714,124.0,0.9076923076923077
1678107321.714,121.0,0.8615384615384616
1678107322.714,118.0,0.8153846153846154
1678107323.714,114.0,0.7538461538461538
1678107324.714,110.0,0.6923076923076923
1678107325.714,107.0,0.6461538461538462
1678107326.714,103.0,0.5846153846153846
1678107327.714,100.0,0.5384615384615384
1678107328.714,97.0,0.49230769230769234
1678107329.714,94.0,0.4461538461538462
1678107330.714,92.0,0.4153846153846154
1678107331.714,89.0,0.36923076923076925
1678107332.714,86.0,0.3230769230769231
1678107333.714,84.0,0.2923076923076923
1678107334.714,82.0,0.26153846153846155
1678107335.714,80.0,0.23076923076923078
1678107336.714,78.0,0.2
1678107337.714,77.0,0.18461538461538463
1678107338.714,75.0,0.15384615384615385
1678107339.714,70.0,0.07692307692307693
1678107340.714,65.0,0.0
1678107341.714,62.0,-0.046153846153846156
1678107342.714,61.0,-0.06153846153846154
1678107343.714,61.0,-0.06153846153846154
1678107344.714,61.0,-0.06153846153846154
1678107345.714,63.0,-0.03076923076923077
1678107346.714,64.0,-0.015384615384615385
1678107347.714,64.0,-0.015384615384615385
1678107348.714,64.0,-0.015384615384615385
1678107349.714,63.0,-0.03076923076923077
1678107350.714,62.0,-0.046153846153846156
1678107351.714,61.0,-0.06153846153846154
1678107352.714,60.0,-0.07692307692307693
1678107353.714,60.0,-0.07692307692307693
1678107354.714,60.0,-0.07692307692307693
1678107355.714,59.0,-0.09230769230769231
1678107356.714,59.0,-0.09230769230769231
1678107357.714,59.0,-0.09230769230769231
1678107358.714,59.0,-0.09230769230769231
1678107359.714,59.0,-0.09230769230769231
1678107360.714,60.0,-0.07692307692307693
1678107361.714,60.0,-0.07692307692307693
1678107362.714,60.0,-0.07692307692307693
1678107363.714,61.0,-0.06153846153846154
1678107364.714,61.0,-0.06153846153846154
1678107365.714,61.0,-0.06153846153846154
1678107366.714,61.0,-0.06153846153846154
1678107367.714,61.0,-0.06153846153846154
1678107368.714,61.0,-0.06153846153846154
1678107369.714,61.0,-0.06153846153846154
1678107370.714,61.0,-0.06153846153846154
